Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
70_79,Ag,22.8865047469735,3715,70,79,Other,Other,Other-Other
70_80,Ag,29.2039389386773,3716,70,80,Other,Other,Other-Other
70_85,Ag,14.0076304972172,3721,70,85,Other,Other,Other-Other
70_86,Ag,12.6385818272829,3722,70,86,Other,Other,Other-Other
70_87,Ag,14.3915758095682,3723,70,87,Other,Other,Other-Other
70_88,Ag,16.0123802013695,3724,70,88,Other,Other,Other-Other
70_89,Ag,20.7845537588,3725,70,89,Other,Other,Other-Other
70_90,Ag,32.681019179523,3726,70,90,Other,Other,Other-Other
71_79,Ag,42.5878524184227,3735,71,79,Other,Other,Other-Other
71_80,Ag,50.4274213314056,3736,71,80,Other,Other,Other-Other
71_85,Ag,38.215840600431,3741,71,85,Other,Other,Other-Other
71_86,Ag,31.2035482488573,3742,71,86,Other,Other,Other-Other
71_87,Ag,35.3315722122788,3743,71,87,Other,Other,Other-Other
71_88,Ag,35.3724263310432,3744,71,88,Other,Other,Other-Other
71_89,Ag,46.0765246301889,3745,71,89,Other,Other,Other-Other
71_90,Ag,46.8055689893663,3746,71,90,Other,Other,Other-Other
79_80,Ag,33.9156550765038,3860,79,80,Other,Other,Other-Other
79_85,Ag,17.4277538992465,3865,79,85,Other,Other,Other-Other
79_86,Ag,15.3656239509583,3866,79,86,Other,Other,Other-Other
79_87,Ag,19.0737114697695,3867,79,87,Other,Other,Other-Other
79_88,Ag,26.9667115285993,3868,79,88,Other,Other,Other-Other
79_89,Ag,21.7188478335738,3869,79,89,Other,Other,Other-Other
79_90,Ag,32.0297493562102,3870,79,90,Other,Other,Other-Other
80_85,Ag,19.5585897639394,3960,80,85,Other,Other,Other-Other
80_86,Ag,18.7278540581465,3961,80,86,Other,Other,Other-Other
80_87,Ag,22.1851849257946,3962,80,87,Other,Other,Other-Other
80_88,Ag,29.1588445678353,3963,80,88,Other,Other,Other-Other
80_89,Ag,21.6028131917119,3964,80,89,Other,Other,Other-Other
80_90,Ag,33.5336132980883,3965,80,90,Other,Other,Other-Other
85_86,Ag,11.7283479943872,4001,85,86,Other,Other,Other-Other
85_87,Ag,10.8235888034105,4002,85,87,Other,Other,Other-Other
85_88,Ag,11.8037675507367,4003,85,88,Other,Other,Other-Other
85_89,Ag,16.5479778721929,4004,85,89,Other,Other,Other-Other
85_90,Ag,25.419420812279,4005,85,90,Other,Other,Other-Other
86_87,Ag,7.97752466797829,4007,86,87,Other,Other,Other-Other
86_88,Ag,13.0766845457256,4008,86,88,Other,Other,Other-Other
86_89,Ag,10.91752409935,4009,86,89,Other,Other,Other-Other
86_90,Ag,21.7458306178451,4010,86,90,Other,Other,Other-Other
87_88,Ag,12.7362825125456,4012,87,88,Other,Other,Other-Other
87_89,Ag,16.5744639337063,4013,87,89,Other,Other,Other-Other
87_90,Ag,23.0842484533787,4014,87,90,Other,Other,Other-Other
88_89,Ag,21.1654893606901,4016,88,89,Other,Other,Other-Other
88_90,Ag,21.9772762358189,4017,88,90,Other,Other,Other-Other
89_90,Ag,30.6287395693362,4019,89,90,Other,Other,Other-Other
67_68,Au,30.39,7739,67,68,Other,Other,Other-Other
67_69,Au,6.24105729162693,7740,67,69,Other,Other,Other-Other
67_70,Au,5.32909733429551,7741,67,70,Other,Other,Other-Other
67_71,Au,19.53,7742,67,71,Other,Other,Other-Other
67_79,Au,13.088987339288,7750,67,79,Other,Other,Other-Other
67_80,Au,20.4761951714754,7751,67,80,Other,Other,Other-Other
67_85,Au,5.6496255658567,7756,67,85,Other,Other,Other-Other
67_86,Au,-1.71765996143222,7757,67,86,Other,Other,Other-Other
67_87,Au,5.03233535960317,7758,67,87,Other,Other,Other-Other
67_88,Au,3.13995791226625,7759,67,88,Other,Other,Other-Other
67_89,Au,6.93526691943407,7760,67,89,Other,Other,Other-Other
67_90,Au,14.5514778569341,7761,67,90,Other,Other,Other-Other
68_69,Au,5.40299905091524,7763,68,69,Other,Other,Other-Other
68_70,Au,9.13261234015226,7764,68,70,Other,Other,Other-Other
68_71,Au,17.56,7765,68,71,Other,Other,Other-Other
68_79,Au,14.5997208543122,7773,68,79,Other,Other,Other-Other
68_80,Au,17.2256182804704,7774,68,80,Other,Other,Other-Other
68_85,Au,1.10963049903512,7779,68,85,Other,Other,Other-Other
68_86,Au,-1.37685154005885,7780,68,86,Other,Other,Other-Other
68_87,Au,-0.762826573103666,7781,68,87,Other,Other,Other-Other
68_88,Au,2.38074856996536,7782,68,88,Other,Other,Other-Other
68_89,Au,2.32964422926307,7783,68,89,Other,Other,Other-Other
68_90,Au,16.1643541119993,7784,68,90,Other,Other,Other-Other
69_70,Au,1.65430561080575,7786,69,70,Other,Other,Other-Other
69_71,Au,18.9849625304341,7787,69,71,Other,Other,Other-Other
69_79,Au,3.87090134620667,7795,69,79,Other,Other,Other-Other
69_80,Au,7.50017869472504,7796,69,80,Other,Other,Other-Other
69_85,Au,-2.74841734021902,7801,69,85,Other,Other,Other-Other
69_86,Au,-7.16518440470099,7802,69,86,Other,Other,Other-Other
69_87,Au,-6.86679719015956,7803,69,87,Other,Other,Other-Other
69_88,Au,-3.15965344384313,7804,69,88,Other,Other,Other-Other
69_89,Au,1.95440943539143,7805,69,89,Other,Other,Other-Other
69_90,Au,9.12026747316122,7806,69,90,Other,Other,Other-Other
70_71,Au,19.1174032278359,7893,70,71,Other,Other,Other-Other
70_79,Au,5.25778825581074,7901,70,79,Other,Other,Other-Other
70_80,Au,7.77242660522461,7902,70,80,Other,Other,Other-Other
70_85,Au,-5.56949501112103,7907,70,85,Other,Other,Other-Other
70_86,Au,-6.4956581518054,7908,70,86,Other,Other,Other-Other
70_87,Au,-4.68276934698224,7909,70,87,Other,Other,Other-Other
70_88,Au,-6.9254948310554,7910,70,88,Other,Other,Other-Other
70_89,Au,-3.25154346972704,7911,70,89,Other,Other,Other-Other
70_90,Au,9.15832318365574,7912,70,90,Other,Other,Other-Other
71_79,Au,23.2190558090806,7921,71,79,Other,Other,Other-Other
71_80,Au,27.2705204486847,7922,71,80,Other,Other,Other-Other
71_85,Au,15.3049598112702,7927,71,85,Other,Other,Other-Other
71_86,Au,11.6735654771328,7928,71,86,Other,Other,Other-Other
71_87,Au,14.8368237763643,7929,71,87,Other,Other,Other-Other
71_88,Au,15.4840446524322,7930,71,88,Other,Other,Other-Other
71_89,Au,20.9323066323996,7931,71,89,Other,Other,Other-Other
71_90,Au,22.0049945190549,7932,71,90,Other,Other,Other-Other
79_80,Au,12.9463047720492,8046,79,80,Other,Other,Other-Other
79_85,Au,-1.26880669593811,8051,79,85,Other,Other,Other-Other
79_86,Au,-2.5048195682466,8052,79,86,Other,Other,Other-Other
79_87,Au,-0.54959274455905,8053,79,87,Other,Other,Other-Other
79_88,Au,5.66273045912385,8054,79,88,Other,Other,Other-Other
79_89,Au,2.16782192140818,8055,79,89,Other,Other,Other-Other
79_90,Au,11.7097012810409,8056,79,90,Other,Other,Other-Other
80_85,Au,2.63004870340228,8146,80,85,Other,Other,Other-Other
80_86,Au,-1.40151897072792,8147,80,86,Other,Other,Other-Other
80_87,Au,3.36712687090039,8148,80,87,Other,Other,Other-Other
80_88,Au,8.12733647227287,8149,80,88,Other,Other,Other-Other
80_89,Au,2.12802037224174,8150,80,89,Other,Other,Other-Other
80_90,Au,14.1332644820213,8151,80,90,Other,Other,Other-Other
85_86,Au,-4.23276118189096,8187,85,86,Other,Other,Other-Other
85_87,Au,-7.60999830812216,8188,85,87,Other,Other,Other-Other
85_88,Au,-7.44880358874798,8189,85,88,Other,Other,Other-Other
85_89,Au,-4.14371077716351,8190,85,89,Other,Other,Other-Other
85_90,Au,4.72860571369529,8191,85,90,Other,Other,Other-Other
86_87,Au,-11.0589313060045,8193,86,87,Other,Other,Other-Other
86_88,Au,-7.50271552056074,8194,86,88,Other,Other,Other-Other
86_89,Au,-8.40306278318167,8195,86,89,Other,Other,Other-Other
86_90,Au,3.7138919942081,8196,86,90,Other,Other,Other-Other
87_88,Au,-7.26308333128691,8198,87,88,Other,Other,Other-Other
87_89,Au,-5.0977315120399,8199,87,89,Other,Other,Other-Other
87_90,Au,2.73069342970848,8200,87,90,Other,Other,Other-Other
88_89,Au,0.399466257542372,8202,88,89,Other,Other,Other-Other
88_90,Au,2.49460590258241,8203,88,90,Other,Other,Other-Other
89_90,Au,10.7925154268742,8205,89,90,Other,Other,Other-Other
67_68,Cu,15.5344575978816,11925,67,68,Other,Other,Other-Other
67_69,Cu,-1.08,11926,67,69,Other,Other,Other-Other
67_70,Cu,-1.3,11927,67,70,Other,Other,Other-Other
67_71,Cu,17.19,11928,67,71,Other,Other,Other-Other
67_79,Cu,12.2367173023522,11936,67,79,Other,Other,Other-Other
67_80,Cu,18.9774017743766,11937,67,80,Other,Other,Other-Other
67_85,Cu,1.73406660184264,11942,67,85,Other,Other,Other-Other
67_86,Cu,-2.56396617740393,11943,67,86,Other,Other,Other-Other
67_87,Cu,1.71909936517477,11944,67,87,Other,Other,Other-Other
67_88,Cu,3.19240893423557,11945,67,88,Other,Other,Other-Other
67_89,Cu,2.6687495931983,11946,67,89,Other,Other,Other-Other
67_90,Cu,11.3269606083632,11947,67,90,Other,Other,Other-Other
68_69,Cu,3.80364495888352,11949,68,69,Other,Other,Other-Other
68_70,Cu,0.7,11950,68,70,Other,Other,Other-Other
68_71,Cu,19.14,11951,68,71,Other,Other,Other-Other
68_79,Cu,13.8999598734081,11959,68,79,Other,Other,Other-Other
68_80,Cu,11.3721060752869,11960,68,80,Other,Other,Other-Other
68_85,Cu,-4.79362645372748,11965,68,85,Other,Other,Other-Other
68_86,Cu,-4.64744928479195,11966,68,86,Other,Other,Other-Other
68_87,Cu,-4.97626787796617,11967,68,87,Other,Other,Other-Other
68_88,Cu,3.70933704823256,11968,68,88,Other,Other,Other-Other
68_89,Cu,-3.04603773728013,11969,68,89,Other,Other,Other-Other
68_90,Cu,11.686410356313,11970,68,90,Other,Other,Other-Other
69_70,Cu,-0.381031595170498,11972,69,70,Other,Other,Other-Other
69_71,Cu,18.8381209522486,11973,69,71,Other,Other,Other-Other
69_79,Cu,6.17487939447165,11981,69,79,Other,Other,Other-Other
69_80,Cu,6.454276740551,11982,69,80,Other,Other,Other-Other
69_85,Cu,-3.71033840626478,11987,69,85,Other,Other,Other-Other
69_86,Cu,-8.5835627168417,11988,69,86,Other,Other,Other-Other
69_87,Cu,-9.7621321156621,11989,69,87,Other,Other,Other-Other
