Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
55_59,Ag,24.5922683514655,3104,55,59,Py,Py,Py-Py
55_60,Ag,24.7917629517615,3105,55,60,Py,Py,Py-Py
55_61,Ag,24.6707066185772,3106,55,61,Py,Py,Py-Py
55_62,Ag,23.8320757001638,3107,55,62,Py,Py,Py-Py
55_63,Ag,22.0252769328654,3108,55,63,Py,Py,Py-Py
55_64,Ag,25.4628100916743,3109,55,64,Py,Py,Py-Py
55_65,Ag,20.1395149305463,3110,55,65,Py,Py,Py-Py
55_66,Ag,29.2068492770195,3111,55,66,Py,Py,Py-Py
56_57,Ag,23.3010957576334,3137,56,57,Py,Py,Py-Py
56_58,Ag,24.0484838224947,3138,56,58,Py,Py,Py-Py
56_59,Ag,24.0660616979003,3139,56,59,Py,Py,Py-Py
56_60,Ag,23.6709175594151,3140,56,60,Py,Py,Py-Py
56_61,Ag,23.6068277060986,3141,56,61,Py,Py,Py-Py
56_62,Ag,23.4366031698883,3142,56,62,Py,Py,Py-Py
56_63,Ag,21.4756955057383,3143,56,63,Py,Py,Py-Py
56_64,Ag,23.0985115244985,3144,56,64,Py,Py,Py-Py
56_65,Ag,19.2522611245513,3145,56,65,Py,Py,Py-Py
56_66,Ag,29.2084392532706,3146,56,66,Py,Py,Py-Py
57_58,Ag,22.8935228325426,3172,57,58,Py,Py,Py-Py
57_59,Ag,23.3626871481538,3173,57,59,Py,Py,Py-Py
57_60,Ag,24.0011471547186,3174,57,60,Py,Py,Py-Py
57_61,Ag,23.5079778879881,3175,57,61,Py,Py,Py-Py
57_62,Ag,23.3326051831245,3176,57,62,Py,Py,Py-Py
57_63,Ag,22.7578927315772,3177,57,63,Py,Py,Py-Py
57_64,Ag,20.0674937367439,3178,57,64,Py,Py,Py-Py
57_65,Ag,18.3321323618293,3179,57,65,Py,Py,Py-Py
57_66,Ag,23.4790029004216,3180,57,66,Py,Py,Py-Py
58_59,Ag,24.0497959814966,3206,58,59,Py,Py,Py-Py
58_60,Ag,23.7428816594183,3207,58,60,Py,Py,Py-Py
58_61,Ag,28.74,3208,58,61,Py,Py,Py-Py
58_62,Ag,21.6968348100781,3209,58,62,Py,Py,Py-Py
58_63,Ag,21.6828910857439,3210,58,63,Py,Py,Py-Py
58_64,Ag,20.702953338623,3211,58,64,Py,Py,Py-Py
58_65,Ag,19.1169301792979,3212,58,65,Py,Py,Py-Py
58_66,Ag,29.4484636932611,3213,58,66,Py,Py,Py-Py
59_60,Ag,20.7486557178199,3239,59,60,Py,Py,Py-Py
59_61,Ag,22.3373966962099,3240,59,61,Py,Py,Py-Py
