Field,Record,Ligand_1,Ligand_2,Name,Sigma_i,Sigma_j,Sigma_ij,Rho,x0,Predval_A
Ag,R11_R5,R11,R5,Ag_R11_R5,-0.38101781795195944,-1.3445142333640794,-1.7255320513160388,0.5879496339384096,20.70467479598086,19.690148858060603
Ag,R11_R6,R11,R6,Ag_R11_R6,-0.38101781795195944,-0.1765572858634142,-0.5575751038153737,0.5879496339384096,20.70467479598086,20.37684871779944
Ag,R11_R7,R11,R7,Ag_R11_R7,-0.38101781795195944,0.31307883173711387,-0.06793898621484556,0.5879496339384096,20.70467479598086,20.664730093905696
Ag,R11_R8,R11,R8,Ag_R11_R8,-0.38101781795195944,10.3478936396416,9.96687582168964,0.5879496339384096,20.70467479598086,26.56469578685287
Ag,R11_R9,R11,R9,Ag_R11_R9,-0.38101781795195944,13.723859477181083,13.342841659229123,0.5879496339384096,20.70467479598086,28.549593665222787
Ag,R11_S1,R11,S1,Ag_R11_S1,-0.38101781795195944,14.866904415760592,14.485886597808634,0.5879496339384096,20.70467479598086,29.22164651843576
Ag,R11_S2,R11,S2,Ag_R11_S2,-0.38101781795195944,-4.532983594283895,-4.914001412235854,0.5879496339384096,20.70467479598086,17.815489464483964
Ag,R11_S3,R11,S3,Ag_R11_S3,-0.38101781795195944,-9.072089386446372,-9.453107204398332,0.5879496339384096,20.70467479598086,15.146723875574319
Ag,R11_S4,R11,S4,Ag_R11_S4,-0.38101781795195944,-8.232887404129688,-8.613905222081648,0.5879496339384096,20.70467479598086,15.640132373877801
Ag,R11_S5,R11,S5,Ag_R11_S5,-0.38101781795195944,0.0401816295133296,-0.34083618843862984,0.5879496339384096,20.70467479598086,20.504280283755406
Ag,R11_S6,R11,S6,Ag_R11_S6,-0.38101781795195944,-8.841235349302753,-9.222253167254713,0.5879496339384096,20.70467479598086,15.282454422206113
Ag,R2_R3,R2,R3,Ag_R2_R3,-2.987423267400209,19.95471326932538,16.96729000192517,0.5879496339384096,20.70467479598086,30.680586741539603
Ag,R2_R4,R2,R4,Ag_R2_R4,-2.987423267400209,0.2370714737056329,-2.750351793694576,0.5879496339384096,20.70467479598086,19.087606465676288
Ag,R2_R5,R2,R5,Ag_R2_R5,-2.987423267400209,-1.3445142333640794,-4.331937500764289,0.5879496339384096,20.70467479598086,18.157713728162427
Ag,R2_R6,R2,R6,Ag_R2_R6,-2.987423267400209,-0.1765572858634142,-3.163980553263623,0.5879496339384096,20.70467479598086,18.84441358790127
Ag,R2_R7,R2,R7,Ag_R2_R7,-2.987423267400209,0.31307883173711387,-2.674344435663095,0.5879496339384096,20.70467479598086,19.13229496400752
Ag,R2_R8,R2,R8,Ag_R2_R8,-2.987423267400209,10.3478936396416,7.360470372241391,0.5879496339384096,20.70467479598086,25.032260656954698
Ag,R2_R9,R2,R9,Ag_R2_R9,-2.987423267400209,13.723859477181083,10.736436209780875,0.5879496339384096,20.70467479598086,27.01715853532461
Ag,R2_S1,R2,S1,Ag_R2_S1,-2.987423267400209,14.866904415760592,11.879481148360384,0.5879496339384096,20.70467479598086,27.689211388537586
Ag,R2_S2,R2,S2,Ag_R2_S2,-2.987423267400209,-4.532983594283895,-7.520406861684103,0.5879496339384096,20.70467479598086,16.28305433458579
Ag,R2_S3,R2,S3,Ag_R2_S3,-2.987423267400209,-9.072089386446372,-12.05951265384658,0.5879496339384096,20.70467479598086,13.614288745676145
Ag,R2_S4,R2,S4,Ag_R2_S4,-2.987423267400209,-8.232887404129688,-11.220310671529896,0.5879496339384096,20.70467479598086,14.107697243979628
Ag,R2_S5,R2,S5,Ag_R2_S5,-2.987423267400209,0.0401816295133296,-2.9472416378868793,0.5879496339384096,20.70467479598086,18.97184515385723
Ag,R2_S6,R2,S6,Ag_R2_S6,-2.987423267400209,-8.841235349302753,-11.828658616702961,0.5879496339384096,20.70467479598086,13.75001929230794
Ag,R3_R4,R3,R4,Ag_R3_R4,19.95471326932538,0.2370714737056329,20.191784743031015,0.5879496339384096,20.70467479598086,32.57642724420911
Ag,R3_R5,R3,R5,Ag_R3_R5,19.95471326932538,-1.3445142333640794,18.6101990359613,0.5879496339384096,20.70467479598086,31.64653450669525
Ag,R3_R6,R3,R6,Ag_R3_R6,19.95471326932538,-0.1765572858634142,19.778155983461968,0.5879496339384096,20.70467479598086,32.33323436643409
Ag,R3_R7,R3,R7,Ag_R3_R7,19.95471326932538,0.31307883173711387,20.267792101062497,0.5879496339384096,20.70467479598086,32.62111574254035
Ag,R3_R8,R3,R8,Ag_R3_R8,19.95471326932538,10.3478936396416,30.30260690896698,0.5879496339384096,20.70467479598086,38.52108143548752
Ag,R3_R9,R3,R9,Ag_R3_R9,19.95471326932538,13.723859477181083,33.67857274650646,0.5879496339384096,20.70467479598086,40.50597931385743
Ag,R3_S1,R3,S1,Ag_R3_S1,19.95471326932538,14.866904415760592,34.821617685085975,0.5879496339384096,20.70467479598086,41.17803216707041
Ag,R3_S2,R3,S2,Ag_R3_S2,19.95471326932538,-4.532983594283895,15.421729675041487,0.5879496339384096,20.70467479598086,29.77187511311861
Ag,R3_S3,R3,S3,Ag_R3_S3,19.95471326932538,-9.072089386446372,10.88262388287901,0.5879496339384096,20.70467479598086,27.103109524208968
Ag,R3_S4,R3,S4,Ag_R3_S4,19.95471326932538,-8.232887404129688,11.721825865195694,0.5879496339384096,20.70467479598086,27.59651802251245
Ag,R3_S5,R3,S5,Ag_R3_S5,19.95471326932538,0.0401816295133296,19.994894898838712,0.5879496339384096,20.70467479598086,32.46066593239006
Ag,R3_S6,R3,S6,Ag_R3_S6,19.95471326932538,-8.841235349302753,11.113477920022628,0.5879496339384096,20.70467479598086,27.238840070840762
Ag,R4_R5,R4,R5,Ag_R4_R5,0.2370714737056329,-1.3445142333640794,-1.1074427596584464,0.5879496339384096,20.70467479598086,20.053554230831935
Ag,R4_R6,R4,R6,Ag_R4_R6,0.2370714737056329,-0.1765572858634142,0.06051418784221868,0.5879496339384096,20.70467479598086,20.740254090570772
Ag,R4_R7,R4,R7,Ag_R4_R7,0.2370714737056329,0.31307883173711387,0.5501503054427468,0.5879496339384096,20.70467479598086,21.02813546667703
Ag,R4_R8,R4,R8,Ag_R4_R8,0.2370714737056329,10.3478936396416,10.584965113347232,0.5879496339384096,20.70467479598086,26.9281011596242
Ag,R4_R9,R4,R9,Ag_R4_R9,0.2370714737056329,13.723859477181083,13.960930950886716,0.5879496339384096,20.70467479598086,28.91299903799412
Ag,R4_S1,R4,S1,Ag_R4_S1,0.2370714737056329,14.866904415760592,15.103975889466225,0.5879496339384096,20.70467479598086,29.585051891207094
Ag,R4_S2,R4,S2,Ag_R4_S2,0.2370714737056329,-4.532983594283895,-4.2959121205782616,0.5879496339384096,20.70467479598086,18.178894837255296
Ag,R4_S3,R4,S3,Ag_R4_S3,0.2370714737056329,-9.072089386446372,-8.835017912740739,0.5879496339384096,20.70467479598086,15.510129248345653
Ag,R4_S4,R4,S4,Ag_R4_S4,0.2370714737056329,-8.232887404129688,-7.995815930424055,0.5879496339384096,20.70467479598086,16.003537746649133
Ag,R4_S5,R4,S5,Ag_R4_S5,0.2370714737056329,0.0401816295133296,0.27725310321896246,0.5879496339384096,20.70467479598086,20.86768565652674
Ag,R4_S6,R4,S6,Ag_R4_S6,0.2370714737056329,-8.841235349302753,-8.60416387559712,0.5879496339384096,20.70467479598086,15.645859794977447
Ag,R5_R6,R5,R6,Ag_R5_R6,-1.3445142333640794,-0.1765572858634142,-1.5210715192274935,0.5879496339384096,20.70467479598086,19.810361353056916
Ag,R5_R7,R5,R7,Ag_R5_R7,-1.3445142333640794,0.31307883173711387,-1.0314354016269656,0.5879496339384096,20.70467479598086,20.098242729163168
Ag,R5_R8,R5,R8,Ag_R5_R8,-1.3445142333640794,10.3478936396416,9.00337940627752,0.5879496339384096,20.70467479598086,25.998208422110345
Ag,R5_R9,R5,R9,Ag_R5_R9,-1.3445142333640794,13.723859477181083,12.379345243817003,0.5879496339384096,20.70467479598086,27.98310630048026
Ag,R5_S1,R5,S1,Ag_R5_S1,-1.3445142333640794,14.866904415760592,13.522390182396514,0.5879496339384096,20.70467479598086,28.655159153693234
Ag,R5_S2,R5,S2,Ag_R5_S2,-1.3445142333640794,-4.532983594283895,-5.877497827647974,0.5879496339384096,20.70467479598086,17.249002099741436
Ag,R5_S3,R5,S3,Ag_R5_S3,-1.3445142333640794,-9.072089386446372,-10.416603619810452,0.5879496339384096,20.70467479598086,14.580236510831792
Ag,R5_S4,R5,S4,Ag_R5_S4,-1.3445142333640794,-8.232887404129688,-9.577401637493768,0.5879496339384096,20.70467479598086,15.073645009135275
Ag,R5_S5,R5,S5,Ag_R5_S5,-1.3445142333640794,0.0401816295133296,-1.30433260385075,0.5879496339384096,20.70467479598086,19.937792919012878
Ag,R5_S6,R5,S6,Ag_R5_S6,-1.3445142333640794,-8.841235349302753,-10.185749582666833,0.5879496339384096,20.70467479598086,14.715967057463587
Ag,R6_R7,R6,R7,Ag_R6_R7,-0.1765572858634142,0.31307883173711387,0.13652154587369966,0.5879496339384096,20.70467479598086,20.78494258890201
Ag,R6_R8,R6,R8,Ag_R6_R8,-0.1765572858634142,10.3478936396416,10.171336353778186,0.5879496339384096,20.70467479598086,26.684908281849182
Ag,R6_R9,R6,R9,Ag_R6_R9,-0.1765572858634142,13.723859477181083,13.54730219131767,0.5879496339384096,20.70467479598086,28.6698061602191
Ag,R6_S1,R6,S1,Ag_R6_S1,-0.1765572858634142,14.866904415760592,14.690347129897178,0.5879496339384096,20.70467479598086,29.34185901343207
Ag,R6_S2,R6,S2,Ag_R6_S2,-0.1765572858634142,-4.532983594283895,-4.709540880147309,0.5879496339384096,20.70467479598086,17.935701959480276
Ag,R6_S3,R6,S3,Ag_R6_S3,-0.1765572858634142,-9.072089386446372,-9.248646672309786,0.5879496339384096,20.70467479598086,15.266936370570633
Ag,R6_S4,R6,S4,Ag_R6_S4,-0.1765572858634142,-8.232887404129688,-8.409444689993101,0.5879496339384096,20.70467479598086,15.760344868874114
Ag,R6_S5,R6,S5,Ag_R6_S5,-0.1765572858634142,0.0401816295133296,-0.1363756563500846,0.5879496339384096,20.70467479598086,20.62449277875172
Ag,R6_S6,R6,S6,Ag_R6_S6,-0.1765572858634142,-8.841235349302753,-9.017792635166167,0.5879496339384096,20.70467479598086,15.402666917202428
Ag,R7_R8,R7,R8,Ag_R7_R8,0.31307883173711387,10.3478936396416,10.660972471378713,0.5879496339384096,20.70467479598086,26.97278965795544
Ag,R7_R9,R7,R9,Ag_R7_R9,0.31307883173711387,13.723859477181083,14.036938308918197,0.5879496339384096,20.70467479598086,28.957687536325352
Ag,R7_S1,R7,S1,Ag_R7_S1,0.31307883173711387,14.866904415760592,15.179983247497706,0.5879496339384096,20.70467479598086,29.629740389538327
Ag,R7_S2,R7,S2,Ag_R7_S2,0.31307883173711387,-4.532983594283895,-4.219904762546781,0.5879496339384096,20.70467479598086,18.22358333558653
Ag,R7_S3,R7,S3,Ag_R7_S3,0.31307883173711387,-9.072089386446372,-8.759010554709258,0.5879496339384096,20.70467479598086,15.554817746676886
Ag,R7_S4,R7,S4,Ag_R7_S4,0.31307883173711387,-8.232887404129688,-7.919808572392574,0.5879496339384096,20.70467479598086,16.04822624498037
Ag,R7_S5,R7,S5,Ag_R7_S5,0.31307883173711387,0.0401816295133296,0.35326046125044347,0.5879496339384096,20.70467479598086,20.91237415485797
Ag,R7_S6,R7,S6,Ag_R7_S6,0.31307883173711387,-8.841235349302753,-8.52815651756564,0.5879496339384096,20.70467479598086,15.69054829330868
Ag,R8_R9,R8,R9,Ag_R8_R9,10.3478936396416,13.723859477181083,24.071753116822684,0.5879496339384096,20.70467479598086,34.85765322927253
Ag,R8_S1,R8,S1,Ag_R8_S1,10.3478936396416,14.866904415760592,25.21479805540219,0.5879496339384096,20.70467479598086,35.529706082485504
Ag,R8_S2,R8,S2,Ag_R8_S2,10.3478936396416,-4.532983594283895,5.8149100453577045,0.5879496339384096,20.70467479598086,24.123549028533702
Ag,R8_S3,R8,S3,Ag_R8_S3,10.3478936396416,-9.072089386446372,1.2758042531952274,0.5879496339384096,20.70467479598086,21.45478343962406
Ag,R8_S4,R8,S4,Ag_R8_S4,10.3478936396416,-8.232887404129688,2.1150062355119115,0.5879496339384096,20.70467479598086,21.948191937927543
Ag,R8_S5,R8,S5,Ag_R8_S5,10.3478936396416,0.0401816295133296,10.388075269154928,0.5879496339384096,20.70467479598086,26.81233984780515
Ag,R8_S6,R8,S6,Ag_R8_S6,10.3478936396416,-8.841235349302753,1.5066582903388461,0.5879496339384096,20.70467479598086,21.590513986255853
Ag,R9_S1,R9,S1,Ag_R9_S1,13.723859477181083,14.866904415760592,28.590763892941673,0.5879496339384096,20.70467479598086,37.51460396085542
Ag,R9_S2,R9,S2,Ag_R9_S2,13.723859477181083,-4.532983594283895,9.190875882897188,0.5879496339384096,20.70467479598086,26.10844690690362
Ag,R9_S3,R9,S3,Ag_R9_S3,13.723859477181083,-9.072089386446372,4.651770090734711,0.5879496339384096,20.70467479598086,23.439681317993976
Ag,R9_S4,R9,S4,Ag_R9_S4,13.723859477181083,-8.232887404129688,5.490972073051395,0.5879496339384096,20.70467479598086,23.933089816297457
Ag,R9_S5,R9,S5,Ag_R9_S5,13.723859477181083,0.0401816295133296,13.764041106694412,0.5879496339384096,20.70467479598086,28.797237726175062
Ag,R9_S6,R9,S6,Ag_R9_S6,13.723859477181083,-8.841235349302753,4.88262412787833,0.5879496339384096,20.70467479598086,23.57541186462577
Ag,S1_S2,S1,S2,Ag_S1_S2,14.866904415760592,-4.532983594283895,10.333920821476697,0.5879496339384096,20.70467479598086,26.780499760116594
Ag,S1_S3,S1,S3,Ag_S1_S3,14.866904415760592,-9.072089386446372,5.79481502931422,0.5879496339384096,20.70467479598086,24.11173417120695
Ag,S1_S4,S1,S4,Ag_S1_S4,14.866904415760592,-8.232887404129688,6.634017011630904,0.5879496339384096,20.70467479598086,24.605142669510432
Ag,S1_S5,S1,S5,Ag_S1_S5,14.866904415760592,0.0401816295133296,14.907086045273921,0.5879496339384096,20.70467479598086,29.469290579388037
Ag,S1_S6,S1,S6,Ag_S1_S6,14.866904415760592,-8.841235349302753,6.025669066457839,0.5879496339384096,20.70467479598086,24.247464717838746
Ag,S2_S3,S2,S3,Ag_S2_S3,-4.532983594283895,-9.072089386446372,-13.605072980730267,0.5879496339384096,20.70467479598086,12.705577117255153
Ag,S2_S4,S2,S4,Ag_S2_S4,-4.532983594283895,-8.232887404129688,-12.765870998413583,0.5879496339384096,20.70467479598086,13.198985615558636
Ag,S2_S5,S2,S5,Ag_S2_S5,-4.532983594283895,0.0401816295133296,-4.492801964770565,0.5879496339384096,20.70467479598086,18.06313352543624
Ag,S2_S6,S2,S6,Ag_S2_S6,-4.532983594283895,-8.841235349302753,-13.374218943586648,0.5879496339384096,20.70467479598086,12.841307663886948
Ag,S3_S4,S3,S4,Ag_S3_S4,-9.072089386446372,-8.232887404129688,-17.30497679057606,0.5879496339384096,20.70467479598086,10.530220026648992
Ag,S3_S5,S3,S5,Ag_S3_S5,-9.072089386446372,0.0401816295133296,-9.031907756933043,0.5879496339384096,20.70467479598086,15.394367936526596
Ag,S3_S6,S3,S6,Ag_S3_S6,-9.072089386446372,-8.841235349302753,-17.913324735749125,0.5879496339384096,20.70467479598086,10.172542074977304
Ag,S4_S5,S4,S5,Ag_S4_S5,-8.232887404129688,0.0401816295133296,-8.192705774616359,0.5879496339384096,20.70467479598086,15.887776434830078
Ag,S4_S6,S4,S6,Ag_S4_S6,-8.232887404129688,-8.841235349302753,-17.07412275343244,0.5879496339384096,20.70467479598086,10.665950573280787
Ag,S5_S6,S5,S6,Ag_S5_S6,0.0401816295133296,-8.841235349302753,-8.801053719789424,0.5879496339384096,20.70467479598086,15.53009848315839
Au,R1_R10,R1,R10,Au_R1_R10,-0.1129189217621833,0.8635763395483183,0.7506574177861349,0.6211861574040771,10.011105894355818,10.477403891237255
Au,R1_R11,R1,R11,Au_R1_R11,-0.1129189217621833,-0.38101781795195944,-0.49393673971414276,0.6211861574040771,10.011105894355818,9.704279229012093
Au,R1_R2,R1,R2,Au_R1_R2,-0.1129189217621833,-2.987423267400209,-3.100342189162392,0.6211861574040771,10.011105894355818,8.085216243232288
Au,R1_R3,R1,R3,Au_R1_R3,-0.1129189217621833,19.95471326932538,19.841794347563198,0.6211861574040771,10.011105894355818,22.336553881120537
Au,R1_R4,R1,R4,Au_R1_R4,-0.1129189217621833,0.2370714737056329,0.1241525519434496,0.6211861574040771,10.011105894355818,10.08822774102948
Au,R1_R5,R1,R5,Au_R1_R5,-0.1129189217621833,-1.3445142333640794,-1.4574331551262627,0.6211861574040771,10.011105894355818,9.105768593049635
Au,R1_R6,R1,R6,Au_R1_R6,-0.1129189217621833,-0.1765572858634142,-0.2894762076255975,0.6211861574040771,10.011105894355818,9.831287281280968
Au,R1_R7,R1,R7,Au_R1_R7,-0.1129189217621833,0.31307883173711387,0.20015990997493058,0.6211861574040771,10.011105894355818,10.135442459699492
Au,R1_R8,R1,R8,Au_R1_R8,-0.1129189217621833,10.3478936396416,10.234974717879416,0.6211861574040771,10.011105894355818,16.36893051048321
Au,R1_R9,R1,R9,Au_R1_R9,-0.1129189217621833,13.723859477181083,13.6109405554189,0.6211861574040771,10.011105894355818,18.466033756631802
Au,R1_S1,R1,S1,Au_R1_S1,-0.1129189217621833,14.866904415760592,14.753985493998409,0.6211861574040771,10.011105894355818,19.176077449768187
Au,R1_S2,R1,S2,Au_R1_S2,-0.1129189217621833,-4.532983594283895,-4.645902516046078,0.6211861574040771,10.011105894355818,7.125135562739221
Au,R1_S3,R1,S3,Au_R1_S3,-0.1129189217621833,-9.072089386446372,-9.185008308208555,0.6211861574040771,10.011105894355818,4.305505877655222
Au,R1_S4,R1,S4,Au_R1_S4,-0.1129189217621833,-8.232887404129688,-8.345806325891871,0.6211861574040771,10.011105894355818,4.826806532336408
Au,R1_S5,R1,S5,Au_R1_S5,-0.1129189217621833,0.0401816295133296,-0.0727372922488537,0.6211861574040771,10.011105894355818,9.965922495283776
Au,R1_S6,R1,S6,Au_R1_S6,-0.1129189217621833,-8.841235349302753,-8.954154271064937,0.6211861574040771,10.011105894355818,4.448909209909686
Au,R10_R11,R10,R11,Au_R10_R11,0.8635763395483183,-0.38101781795195944,0.4825585215963588,0.6211861574040771,10.011105894355818,10.310864568108853
Au,R10_R2,R10,R2,Au_R10_R2,0.8635763395483183,-2.987423267400209,-2.1238469278518908,0.6211861574040771,10.011105894355818,8.691801582329049
Au,R10_R3,R10,R3,Au_R10_R3,0.8635763395483183,19.95471326932538,20.818289608873698,0.6211861574040771,10.011105894355818,22.943139220217297
Au,R10_R4,R10,R4,Au_R10_R4,0.8635763395483183,0.2370714737056329,1.1006478132539512,0.6211861574040771,10.011105894355818,10.694813080126242
Au,R10_R5,R10,R5,Au_R10_R5,0.8635763395483183,-1.3445142333640794,-0.48093789381576113,0.6211861574040771,10.011105894355818,9.712353932146396
Au,R10_R6,R10,R6,Au_R10_R6,0.8635763395483183,-0.1765572858634142,0.687019053684904,0.6211861574040771,10.011105894355818,10.43787262037773
Au,R10_R7,R10,R7,Au_R10_R7,0.8635763395483183,0.31307883173711387,1.176655171285432,0.6211861574040771,10.011105894355818,10.742027798796252
Au,R10_R8,R10,R8,Au_R10_R8,0.8635763395483183,10.3478936396416,11.211469979189918,0.6211861574040771,10.011105894355818,16.97551584957997
Au,R10_R9,R10,R9,Au_R10_R9,0.8635763395483183,13.723859477181083,14.587435816729402,0.6211861574040771,10.011105894355818,19.072619095728562
Au,R10_S1,R10,S1,Au_R10_S1,0.8635763395483183,14.866904415760592,15.73048075530891,0.6211861574040771,10.011105894355818,19.782662788864947
Au,R10_S2,R10,S2,Au_R10_S2,0.8635763395483183,-4.532983594283895,-3.6694072547355763,0.6211861574040771,10.011105894355818,7.731720901835982
Au,R10_S3,R10,S3,Au_R10_S3,0.8635763395483183,-9.072089386446372,-8.208513046898053,0.6211861574040771,10.011105894355818,4.912091216751984
Au,R10_S4,R10,S4,Au_R10_S4,0.8635763395483183,-8.232887404129688,-7.369311064581369,0.6211861574040771,10.011105894355818,5.433391871433169
Au,R10_S5,R10,S5,Au_R10_S5,0.8635763395483183,0.0401816295133296,0.9037579690616478,0.6211861574040771,10.011105894355818,10.572507834380536
Au,R10_S6,R10,S6,Au_R10_S6,0.8635763395483183,-8.841235349302753,-7.977659009754435,0.6211861574040771,10.011105894355818,5.055494549006446
Au,R11_R2,R11,R2,Au_R11_R2,-0.38101781795195944,-2.987423267400209,-3.3684410853521682,0.6211861574040771,10.011105894355818,7.918676920103886
Au,R11_R3,R11,R3,Au_R11_R3,-0.38101781795195944,19.95471326932538,19.57369545137342,0.6211861574040771,10.011105894355818,22.170014557992136
Au,R11_R4,R11,R4,Au_R11_R4,-0.38101781795195944,0.2370714737056329,-0.14394634424632655,0.6211861574040771,10.011105894355818,9.921688417901079
Au,R11_R5,R11,R5,Au_R11_R5,-0.38101781795195944,-1.3445142333640794,-1.7255320513160388,0.6211861574040771,10.011105894355818,8.939229269921233
Au,R11_R6,R11,R6,Au_R11_R6,-0.38101781795195944,-0.1765572858634142,-0.5575751038153737,0.6211861574040771,10.011105894355818,9.664747958152567
Au,R11_R7,R11,R7,Au_R11_R7,-0.38101781795195944,0.31307883173711387,-0.06793898621484556,0.6211861574040771,10.011105894355818,9.96890313657109
Au,R11_R8,R11,R8,Au_R11_R8,-0.38101781795195944,10.3478936396416,9.96687582168964,0.6211861574040771,10.011105894355818,16.20239118735481
Au,R11_R9,R11,R9,Au_R11_R9,-0.38101781795195944,13.723859477181083,13.342841659229123,0.6211861574040771,10.011105894355818,18.299494433503398
Au,R11_S1,R11,S1,Au_R11_S1,-0.38101781795195944,14.866904415760592,14.485886597808634,0.6211861574040771,10.011105894355818,19.009538126639782
Au,R11_S2,R11,S2,Au_R11_S2,-0.38101781795195944,-4.532983594283895,-4.914001412235854,0.6211861574040771,10.011105894355818,6.95859623961082
Au,R11_S3,R11,S3,Au_R11_S3,-0.38101781795195944,-9.072089386446372,-9.453107204398332,0.6211861574040771,10.011105894355818,4.138966554526821
Au,R11_S4,R11,S4,Au_R11_S4,-0.38101781795195944,-8.232887404129688,-8.613905222081648,0.6211861574040771,10.011105894355818,4.660267209208006
Au,R11_S5,R11,S5,Au_R11_S5,-0.38101781795195944,0.0401816295133296,-0.34083618843862984,0.6211861574040771,10.011105894355818,9.799383172155373
Au,R11_S6,R11,S6,Au_R11_S6,-0.38101781795195944,-8.841235349302753,-9.222253167254713,0.6211861574040771,10.011105894355818,4.282369886781283
Au,R2_R3,R2,R3,Au_R2_R3,-2.987423267400209,19.95471326932538,16.96729000192517,0.6211861574040771,10.011105894355818,20.550951572212334
Au,R2_R4,R2,R4,Au_R2_R4,-2.987423267400209,0.2370714737056329,-2.750351793694576,0.6211861574040771,10.011105894355818,8.302625432121273
Au,R2_R5,R2,R5,Au_R2_R5,-2.987423267400209,-1.3445142333640794,-4.331937500764289,0.6211861574040771,10.011105894355818,7.320166284141429
Au,R2_R6,R2,R6,Au_R2_R6,-2.987423267400209,-0.1765572858634142,-3.163980553263623,0.6211861574040771,10.011105894355818,8.045684972372763
Au,R2_R7,R2,R7,Au_R2_R7,-2.987423267400209,0.31307883173711387,-2.674344435663095,0.6211861574040771,10.011105894355818,8.349840150791286
Au,R2_R8,R2,R8,Au_R2_R8,-2.987423267400209,10.3478936396416,7.360470372241391,0.6211861574040771,10.011105894355818,14.583328201575005
Au,R2_R9,R2,R9,Au_R2_R9,-2.987423267400209,13.723859477181083,10.736436209780875,0.6211861574040771,10.011105894355818,16.680431447723592
Au,R2_S1,R2,S1,Au_R2_S1,-2.987423267400209,14.866904415760592,11.879481148360384,0.6211861574040771,10.011105894355818,17.390475140859976
Au,R2_S2,R2,S2,Au_R2_S2,-2.987423267400209,-4.532983594283895,-7.520406861684103,0.6211861574040771,10.011105894355818,5.339533253831015
Au,R2_S3,R2,S3,Au_R2_S3,-2.987423267400209,-9.072089386446372,-12.05951265384658,0.6211861574040771,10.011105894355818,2.519903568747017
Au,R2_S4,R2,S4,Au_R2_S4,-2.987423267400209,-8.232887404129688,-11.220310671529896,0.6211861574040771,10.011105894355818,3.0412042234282017
Au,R2_S5,R2,S5,Au_R2_S5,-2.987423267400209,0.0401816295133296,-2.9472416378868793,0.6211861574040771,10.011105894355818,8.18032018637557
Au,R2_S6,R2,S6,Au_R2_S6,-2.987423267400209,-8.841235349302753,-11.828658616702961,0.6211861574040771,10.011105894355818,2.663306901001479
Au,R3_R4,R3,R4,Au_R3_R4,19.95471326932538,0.2370714737056329,20.191784743031015,0.6211861574040771,10.011105894355818,22.553963070009523
Au,R3_R5,R3,R5,Au_R3_R5,19.95471326932538,-1.3445142333640794,18.6101990359613,0.6211861574040771,10.011105894355818,21.571503922029677
Au,R3_R6,R3,R6,Au_R3_R6,19.95471326932538,-0.1765572858634142,19.778155983461968,0.6211861574040771,10.011105894355818,22.297022610261013
Au,R3_R7,R3,R7,Au_R3_R7,19.95471326932538,0.31307883173711387,20.267792101062497,0.6211861574040771,10.011105894355818,22.601177788679536
Au,R3_R8,R3,R8,Au_R3_R8,19.95471326932538,10.3478936396416,30.30260690896698,0.6211861574040771,10.011105894355818,28.834665839463256
Au,R3_R9,R3,R9,Au_R3_R9,19.95471326932538,13.723859477181083,33.67857274650646,0.6211861574040771,10.011105894355818,30.931769085611844
Au,R3_S1,R3,S1,Au_R3_S1,19.95471326932538,14.866904415760592,34.821617685085975,0.6211861574040771,10.011105894355818,31.641812778748232
Au,R3_S2,R3,S2,Au_R3_S2,19.95471326932538,-4.532983594283895,15.421729675041487,0.6211861574040771,10.011105894355818,19.590870891719266
Au,R3_S3,R3,S3,Au_R3_S3,19.95471326932538,-9.072089386446372,10.88262388287901,0.6211861574040771,10.011105894355818,16.771241206635267
Au,R3_S4,R3,S4,Au_R3_S4,19.95471326932538,-8.232887404129688,11.721825865195694,0.6211861574040771,10.011105894355818,17.29254186131645
Au,R3_S5,R3,S5,Au_R3_S5,19.95471326932538,0.0401816295133296,19.994894898838712,0.6211861574040771,10.011105894355818,22.431657824263823
Au,R3_S6,R3,S6,Au_R3_S6,19.95471326932538,-8.841235349302753,11.113477920022628,0.6211861574040771,10.011105894355818,16.914644538889732
Au,R4_R5,R4,R5,Au_R4_R5,0.2370714737056329,-1.3445142333640794,-1.1074427596584464,0.6211861574040771,10.011105894355818,9.323177781938622
Au,R4_R6,R4,R6,Au_R4_R6,0.2370714737056329,-0.1765572858634142,0.06051418784221868,0.6211861574040771,10.011105894355818,10.048696470169954
Au,R4_R7,R4,R7,Au_R4_R7,0.2370714737056329,0.31307883173711387,0.5501503054427468,0.6211861574040771,10.011105894355818,10.352851648588478
Au,R4_R8,R4,R8,Au_R4_R8,0.2370714737056329,10.3478936396416,10.584965113347232,0.6211861574040771,10.011105894355818,16.586339699372196
Au,R4_R9,R4,R9,Au_R4_R9,0.2370714737056329,13.723859477181083,13.960930950886716,0.6211861574040771,10.011105894355818,18.683442945520788
Au,R4_S1,R4,S1,Au_R4_S1,0.2370714737056329,14.866904415760592,15.103975889466225,0.6211861574040771,10.011105894355818,19.393486638657173
Au,R4_S2,R4,S2,Au_R4_S2,0.2370714737056329,-4.532983594283895,-4.2959121205782616,0.6211861574040771,10.011105894355818,7.342544751628208
Au,R4_S3,R4,S3,Au_R4_S3,0.2370714737056329,-9.072089386446372,-8.835017912740739,0.6211861574040771,10.011105894355818,4.522915066544209
Au,R4_S4,R4,S4,Au_R4_S4,0.2370714737056329,-8.232887404129688,-7.995815930424055,0.6211861574040771,10.011105894355818,5.044215721225394
